Age,Gender,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Previous Purchases,Preferred Payment Method,Frequency of Purchases
51,Female,Clothing,89,North Carolina,L,Charcoal,Winter,4.9,No,Debit Card,Standard,No,6,PayPal,Weekly
25,Female,Footwear,24,West Virginia,L,Beige,Fall,2.9,No,Debit Card,Store Pickup,No,39,Bank Transfer,Annually
62,Female,Clothing,27,Delaware,XL,Teal,Spring,4.9,No,Cash,Store Pickup,No,7,Cash,Quarterly
48,Female,Clothing,26,Idaho,L,Black,Summer,4.6,No,Bank Transfer,2-Day Shipping,No,32,PayPal,Every 3 Months
62,Female,Footwear,82,Oregon,M,Violet,Spring,3.6,No,Venmo,Store Pickup,No,43,Credit Card,Quarterly
22,Female,Clothing,28,Maine,M,Orange,Winter,4.3,No,Bank Transfer,Express,No,15,Cash,Monthly
48,Female,Accessories,65,South Dakota,M,Turquoise,Fall,4.6,No,PayPal,Standard,No,48,Bank Transfer,Annually
48,Female,Clothing,82,New Mexico,XL,Black,Winter,4.7,No,Cash,Store Pickup,No,35,Credit Card,Weekly
62,Female,Accessories,38,Washington,M,Silver,Winter,3.5,No,Credit Card,Free Shipping,No,41,PayPal,Quarterly
24,Female,Clothing,33,Georgia,XL,Gray,Spring,2.8,No,Debit Card,Free Shipping,No,14,Cash,Weekly
39,Female,Footwear,38,Idaho,M,Pink,Summer,4.0,No,Cash,Free Shipping,No,22,PayPal,Monthly
35,Female,Accessories,48,Colorado,M,Red,Spring,4.3,No,PayPal,Store Pickup,No,16,Venmo,Every 3 Months
47,Female,Footwear,35,Kentucky,M,Lavender,Summer,3.8,No,PayPal,Standard,No,2,Bank Transfer,Bi-Weekly
22,Female,Clothing,29,New Jersey,L,Indigo,Fall,3.0,No,Bank Transfer,Next Day Air,No,13,PayPal,Every 3 Months
38,Female,Clothing,48,Oregon,S,Silver,Fall,4.6,No,Credit Card,Next Day Air,No,38,Debit Card,Fortnightly
53,Female,Footwear,87,Nebraska,M,Silver,Fall,4.8,No,Bank Transfer,Standard,No,43,Bank Transfer,Weekly
31,Female,Accessories,62,Massachusetts,M,Green,Fall,4.7,No,Bank Transfer,Next Day Air,No,26,Bank Transfer,Quarterly
31,Female,Clothing,96,Nebraska,M,Pink,Spring,3.9,No,Cash,Free Shipping,No,39,Cash,Weekly
65,Female,Accessories,41,Hawaii,S,Violet,Fall,4.0,No,Bank Transfer,Next Day Air,No,50,Venmo,Monthly
48,Female,Accessories,42,Indiana,L,Red,Winter,3.7,No,Cash,2-Day Shipping,No,40,Bank Transfer,Every 3 Months
18,Female,Clothing,57,Illinois,L,Olive,Winter,3.7,No,Venmo,2-Day Shipping,No,12,Cash,Fortnightly
46,Female,Accessories,65,Colorado,S,Purple,Spring,4.2,No,Bank Transfer,Store Pickup,No,33,Credit Card,Every 3 Months
52,Female,Clothing,54,Pennsylvania,M,Gray,Fall,4.7,No,Venmo,Standard,No,49,Bank Transfer,Weekly
50,Female,Clothing,22,Ohio,L,Brown,Winter,4.3,No,Cash,Next Day Air,No,43,Venmo,Bi-Weekly
49,Female,Footwear,96,Pennsylvania,S,Orange,Fall,4.9,No,Credit Card,2-Day Shipping,No,14,Venmo,Monthly
69,Female,Accessories,81,Mississippi,M,Blue,Summer,3.9,No,Venmo,2-Day Shipping,No,21,Credit Card,Every 3 Months
36,Female,Clothing,46,Kentucky,M,White,Fall,3.4,No,Bank Transfer,Free Shipping,No,31,Debit Card,Quarterly
30,Female,Clothing,74,Alaska,XL,Charcoal,Spring,4.2,No,Bank Transfer,Store Pickup,No,29,Credit Card,Fortnightly
25,Female,Footwear,50,Georgia,XL,Gray,Winter,4.7,No,Venmo,Express,No,32,Cash,Monthly
19,Female,Clothing,80,South Dakota,XL,Charcoal,Winter,4.0,No,PayPal,Next Day Air,No,16,Debit Card,Bi-Weekly
34,Female,Footwear,56,South Carolina,S,White,Summer,4.0,No,Venmo,Free Shipping,No,38,PayPal,Bi-Weekly
29,Female,Clothing,69,Tennessee,M,Orange,Winter,3.1,No,Debit Card,Next Day Air,No,34,Debit Card,Every 3 Months
50,Female,Clothing,97,Colorado,M,Black,Spring,4.2,No,Bank Transfer,Standard,No,30,PayPal,Quarterly
31,Female,Clothing,66,Wisconsin,M,White,Winter,3.7,No,Credit Card,Next Day Air,No,14,Bank Transfer,Fortnightly
41,Female,Accessories,70,Georgia,S,Brown,Spring,3.1,No,PayPal,Express,No,33,Bank Transfer,Monthly
52,Female,Footwear,50,Maryland,M,Pink,Winter,3.7,No,Credit Card,Store Pickup,No,35,Venmo,Weekly
27,Female,Clothing,85,New Jersey,M,Yellow,Spring,3.2,No,Bank Transfer,Store Pickup,No,13,Cash,Quarterly
49,Female,Accessories,59,Nevada,M,Cyan,Summer,2.8,No,PayPal,Standard,No,30,Cash,Fortnightly
69,Female,Clothing,74,Michigan,L,Silver,Summer,2.9,No,Credit Card,Free Shipping,No,30,Credit Card,Monthly
45,Female,Accessories,38,Wyoming,L,Olive,Winter,3.5,No,PayPal,Standard,No,47,Bank Transfer,Annually
20,Female,Clothing,99,Massachusetts,M,Olive,Spring,3.8,No,PayPal,Express,No,1,PayPal,Every 3 Months
25,Female,Clothing,97,Washington,S,Charcoal,Spring,4.7,No,Cash,Free Shipping,No,1,Cash,Weekly
38,Female,Accessories,67,Maine,L,Gray,Summer,4.5,No,Cash,Free Shipping,No,33,PayPal,Annually
55,Female,Clothing,20,Montana,S,Maroon,Winter,3.9,No,Credit Card,Next Day Air,No,43,Bank Transfer,Weekly
62,Female,Accessories,45,Oklahoma,L,Black,Spring,3.4,No,Bank Transfer,Express,No,37,PayPal,Weekly
54,Female,Footwear,52,North Dakota,XL,Violet,Winter,4.6,No,Credit Card,2-Day Shipping,No,23,Cash,Quarterly
61,Female,Clothing,68,Connecticut,L,Indigo,Fall,4.6,No,Credit Card,Standard,No,12,Credit Card,Annually
50,Female,Footwear,98,Texas,L,Yellow,Fall,4.7,No,Venmo,Standard,No,30,Venmo,Fortnightly
65,Female,Footwear,83,Delaware,M,Gray,Fall,3.2,No,Venmo,Express,No,7,Cash,Weekly
68,Female,Clothing,51,Mississippi,M,Red,Summer,5.0,No,Bank Transfer,Express,No,20,Debit Card,Monthly
55,Female,Accessories,21,Minnesota,L,Peach,Spring,4.5,No,Venmo,Express,No,10,Venmo,Monthly
57,Female,Accessories,92,Georgia,M,Gray,Spring,3.5,No,Venmo,Standard,No,40,Credit Card,Every 3 Months
56,Female,Footwear,63,Iowa,S,White,Spring,4.5,No,Venmo,Store Pickup,No,21,Venmo,Monthly
29,Female,Accessories,56,New York,S,Green,Spring,3.2,No,Venmo,Express,No,17,Credit Card,Bi-Weekly
24,Female,Clothing,95,Nevada,M,Magenta,Spring,4.6,No,Bank Transfer,Free Shipping,No,5,Bank Transfer,Weekly
59,Female,Clothing,66,Virginia,M,Olive,Winter,4.0,No,Cash,Next Day Air,No,22,PayPal,Annually
62,Female,Outerwear,28,Idaho,S,Olive,Spring,4.2,No,Bank Transfer,Express,No,5,Venmo,Weekly
58,Female,Accessories,83,Colorado,M,Blue,Winter,4.1,No,Credit Card,Standard,No,18,PayPal,Every 3 Months
64,Female,Clothing,55,Wisconsin,XL,Charcoal,Fall,3.6,No,PayPal,2-Day Shipping,No,42,Cash,Every 3 Months
48,Female,Footwear,28,Connecticut,M,Yellow,Spring,3.7,No,Venmo,2-Day Shipping,No,22,Debit Card,Annually
60,Female,Accessories,79,Kansas,M,Violet,Summer,3.6,No,Bank Transfer,Free Shipping,No,37,Bank Transfer,Bi-Weekly
52,Female,Accessories,31,Pennsylvania,L,Magenta,Summer,3.8,No,Debit Card,Standard,No,23,Credit Card,Annually
63,Female,Clothing,37,Utah,M,Red,Fall,3.0,No,Venmo,Standard,No,47,Debit Card,Fortnightly
44,Female,Clothing,34,Oregon,M,Cyan,Summer,3.4,No,Credit Card,2-Day Shipping,No,11,Bank Transfer,Fortnightly
63,Female,Footwear,74,West Virginia,S,Orange,Winter,4.8,No,Venmo,Standard,No,32,Cash,Weekly
66,Female,Accessories,31,Montana,L,Black,Spring,2.6,No,Credit Card,Store Pickup,No,20,Venmo,Weekly
22,Female,Accessories,66,Kentucky,M,Blue,Winter,2.9,No,Credit Card,Next Day Air,No,3,PayPal,Quarterly
62,Female,Footwear,99,Minnesota,M,Charcoal,Spring,4.9,No,Cash,Free Shipping,No,32,Bank Transfer,Weekly
39,Female,Clothing,55,Louisiana,M,Indigo,Spring,5.0,No,Bank Transfer,Free Shipping,No,5,Credit Card,Fortnightly
25,Female,Clothing,23,Delaware,L,Silver,Spring,4.6,No,PayPal,Next Day Air,No,45,Cash,Quarterly
70,Female,Clothing,88,Arizona,M,Brown,Fall,4.2,No,Bank Transfer,Express,No,43,Cash,Bi-Weekly
52,Female,Outerwear,26,Nevada,M,Peach,Summer,4.9,No,PayPal,Next Day Air,No,1,PayPal,Every 3 Months
68,Female,Accessories,94,Alaska,L,Magenta,Summer,4.8,No,Credit Card,Standard,No,9,Venmo,Quarterly
18,Female,Clothing,25,Utah,M,Beige,Fall,3.0,No,Debit Card,Next Day Air,No,13,Venmo,Every 3 Months
18,Female,Clothing,96,Kansas,XL,Violet,Fall,3.5,No,Cash,Express,No,5,Credit Card,Annually
63,Female,Footwear,29,North Carolina,L,Black,Spring,3.4,No,Cash,Standard,No,39,Credit Card,Fortnightly
47,Female,Footwear,36,Maryland,M,Cyan,Winter,3.4,No,PayPal,Free Shipping,No,7,Bank Transfer,Weekly
43,Female,Clothing,90,Maine,M,Green,Summer,4.9,No,Credit Card,Standard,No,8,Credit Card,Every 3 Months
60,Female,Accessories,38,Illinois,S,Brown,Summer,4.4,No,PayPal,Free Shipping,No,40,Venmo,Annually
49,Female,Accessories,52,Pennsylvania,S,Gray,Spring,4.2,No,Cash,Store Pickup,No,35,PayPal,Monthly
28,Female,Clothing,88,Alaska,S,Orange,Spring,3.1,No,Credit Card,Next Day Air,No,14,Venmo,Monthly
32,Female,Accessories,56,New Mexico,S,Silver,Summer,4.0,No,Venmo,Next Day Air,No,26,Credit Card,Monthly
29,Female,Footwear,71,Arkansas,M,Purple,Spring,4.8,No,Cash,Next Day Air,No,14,PayPal,Quarterly
35,Female,Footwear,94,Alaska,M,Olive,Fall,3.3,No,Credit Card,Express,No,9,Bank Transfer,Fortnightly
23,Female,Clothing,97,Louisiana,XL,Teal,Winter,4.7,No,PayPal,Standard,No,32,Debit Card,Annually
70,Female,Clothing,27,North Dakota,M,White,Summer,3.2,No,Cash,Standard,No,15,Bank Transfer,Every 3 Months
23,Female,Clothing,28,Rhode Island,M,Black,Spring,5.0,No,Bank Transfer,Standard,No,25,Credit Card,Monthly
43,Female,Clothing,67,Connecticut,L,Maroon,Fall,4.9,No,Cash,Free Shipping,No,27,PayPal,Monthly
29,Female,Clothing,70,New York,M,Cyan,Fall,4.9,No,Cash,Express,No,39,Bank Transfer,Quarterly
61,Female,Outerwear,95,Kentucky,M,Violet,Fall,3.7,No,Cash,Express,No,49,Venmo,Bi-Weekly
29,Female,Footwear,24,Maine,L,Yellow,Spring,3.0,No,Cash,Express,No,12,Venmo,Bi-Weekly
66,Female,Accessories,35,Missouri,S,Yellow,Winter,2.6,No,PayPal,Standard,No,13,Bank Transfer,Weekly
46,Female,Footwear,22,Georgia,L,Olive,Winter,2.6,No,Credit Card,Standard,No,22,Bank Transfer,Quarterly
34,Female,Accessories,66,Arizona,L,Olive,Fall,4.8,No,Bank Transfer,Standard,No,19,Credit Card,Every 3 Months
51,Female,Clothing,83,New Hampshire,M,Magenta,Summer,3.2,No,Bank Transfer,2-Day Shipping,No,3,Cash,Bi-Weekly
26,Female,Clothing,95,Georgia,M,Orange,Fall,4.9,No,Venmo,Next Day Air,No,50,Credit Card,Weekly
23,Female,Clothing,41,California,S,Beige,Summer,3.4,No,Cash,2-Day Shipping,No,15,PayPal,Annually
52,Female,Clothing,77,Arizona,L,Brown,Summer,2.7,No,Debit Card,Store Pickup,No,44,Credit Card,Every 3 Months
39,Female,Footwear,52,Florida,L,Indigo,Fall,4.8,No,Debit Card,Express,No,48,Debit Card,Monthly
39,Female,Accessories,41,New York,XL,Gray,Winter,4.1,No,Cash,Standard,No,4,Venmo,Bi-Weekly
33,Female,Clothing,28,Idaho,M,Yellow,Winter,4.6,No,PayPal,Store Pickup,No,12,PayPal,Bi-Weekly
33,Female,Clothing,90,Virginia,S,Violet,Summer,4.4,No,Debit Card,Standard,No,33,Debit Card,Annually
23,Female,Accessories,55,Michigan,M,Magenta,Spring,3.5,No,Bank Transfer,2-Day Shipping,No,40,Cash,Annually
31,Female,Accessories,73,New Hampshire,M,Blue,Spring,4.8,No,Cash,Next Day Air,No,38,Cash,Every 3 Months
27,Female,Clothing,87,South Dakota,M,Gray,Fall,2.9,No,PayPal,2-Day Shipping,No,19,Venmo,Every 3 Months
48,Female,Outerwear,89,South Dakota,M,Gold,Winter,3.2,No,Cash,2-Day Shipping,No,38,Bank Transfer,Quarterly
61,Female,Footwear,82,New Jersey,L,Lavender,Spring,4.4,No,Cash,2-Day Shipping,No,18,Venmo,Fortnightly
63,Female,Footwear,80,Wyoming,M,Black,Spring,4.6,No,Bank Transfer,Next Day Air,No,24,PayPal,Monthly
19,Female,Accessories,87,Alabama,L,Charcoal,Summer,2.6,No,PayPal,2-Day Shipping,No,29,Venmo,Quarterly
21,Female,Clothing,41,South Dakota,M,Violet,Spring,3.1,No,Cash,Store Pickup,No,14,PayPal,Annually
28,Female,Clothing,83,South Carolina,M,Charcoal,Spring,4.3,No,Bank Transfer,Standard,No,44,Cash,Fortnightly
29,Female,Accessories,71,New Mexico,M,Maroon,Summer,3.1,No,Cash,Standard,No,18,Bank Transfer,Quarterly
23,Female,Clothing,76,Connecticut,XL,Purple,Spring,4.6,No,Bank Transfer,Store Pickup,No,19,Bank Transfer,Bi-Weekly
37,Female,Accessories,34,Kansas,S,Peach,Spring,4.6,No,Cash,Express,No,4,Cash,Weekly
67,Female,Clothing,81,South Carolina,XL,Olive,Spring,2.7,No,PayPal,Free Shipping,No,25,Cash,Bi-Weekly
34,Female,Clothing,47,North Carolina,M,Indigo,Summer,3.0,No,Debit Card,Next Day Air,No,3,PayPal,Monthly
58,Female,Clothing,36,Wyoming,S,Magenta,Summer,3.3,No,Bank Transfer,Store Pickup,No,40,Debit Card,Quarterly
45,Female,Clothing,51,Louisiana,M,Gold,Spring,2.7,No,Debit Card,Free Shipping,No,5,Cash,Weekly
63,Female,Clothing,86,Louisiana,M,Orange,Fall,3.3,No,Bank Transfer,Standard,No,17,Debit Card,Annually
68,Female,Clothing,41,Alabama,M,Gold,Fall,4.3,No,Venmo,Store Pickup,No,36,Bank Transfer,Every 3 Months
41,Female,Footwear,90,Minnesota,XL,Purple,Fall,4.8,No,Cash,Express,No,41,Venmo,Annually
50,Female,Accessories,93,New Mexico,L,Charcoal,Fall,3.3,No,Debit Card,Standard,No,20,Venmo,Bi-Weekly
24,Female,Accessories,56,Tennessee,M,Cyan,Fall,4.3,No,Bank Transfer,Next Day Air,No,2,Cash,Every 3 Months
21,Female,Clothing,39,New Mexico,M,Cyan,Summer,3.0,No,Debit Card,2-Day Shipping,No,31,Debit Card,Monthly
18,Female,Outerwear,86,Texas,XL,Green,Fall,4.8,No,Credit Card,2-Day Shipping,No,23,Bank Transfer,Fortnightly
63,Female,Clothing,82,Washington,M,Silver,Spring,2.9,No,PayPal,Standard,No,30,Credit Card,Annually
47,Female,Footwear,29,Michigan,M,Teal,Summer,3.6,No,Credit Card,Standard,No,26,Cash,Every 3 Months
58,Female,Accessories,27,Minnesota,M,Magenta,Fall,3.5,No,Cash,Store Pickup,No,40,Venmo,Annually
46,Female,Accessories,25,Delaware,L,Maroon,Spring,4.7,No,Bank Transfer,2-Day Shipping,No,19,Bank Transfer,Annually
35,Female,Clothing,31,California,M,Gold,Winter,4.4,No,Bank Transfer,Free Shipping,No,4,Credit Card,Monthly
42,Female,Clothing,23,Wisconsin,L,Purple,Winter,3.3,No,Cash,Store Pickup,No,33,Debit Card,Fortnightly
48,Female,Accessories,47,Kentucky,M,Lavender,Fall,4.3,No,Debit Card,Express,No,29,Debit Card,Monthly
28,Female,Accessories,67,Nevada,M,Maroon,Fall,4.0,No,Venmo,2-Day Shipping,No,47,PayPal,Bi-Weekly
44,Female,Accessories,75,North Carolina,S,Magenta,Winter,4.9,No,Cash,2-Day Shipping,No,50,Venmo,Weekly
60,Female,Footwear,82,Louisiana,M,Turquoise,Summer,2.9,No,Credit Card,Express,No,28,Credit Card,Fortnightly
38,Female,Footwear,32,New Jersey,XL,Silver,Summer,4.0,No,Venmo,2-Day Shipping,No,5,Cash,Fortnightly
46,Female,Clothing,41,Wisconsin,M,Purple,Fall,4.3,No,Bank Transfer,Store Pickup,No,12,Credit Card,Annually
39,Female,Accessories,89,Arkansas,M,Violet,Winter,2.7,No,Venmo,2-Day Shipping,No,4,PayPal,Weekly
22,Female,Accessories,82,Texas,XL,Peach,Fall,5.0,No,PayPal,Store Pickup,No,22,Bank Transfer,Bi-Weekly
44,Female,Accessories,99,Illinois,L,Green,Winter,4.4,No,Debit Card,Express,No,32,PayPal,Weekly
69,Female,Clothing,98,Mississippi,L,Teal,Fall,3.5,No,Bank Transfer,Express,No,32,Venmo,Quarterly
39,Female,Accessories,54,Delaware,M,Silver,Winter,3.3,No,Credit Card,Next Day Air,No,48,Cash,Every 3 Months
53,Female,Clothing,88,Georgia,L,Purple,Summer,3.8,No,Cash,Free Shipping,No,35,Credit Card,Monthly
52,Female,Clothing,43,Kansas,L,Lavender,Summer,4.5,No,Credit Card,Standard,No,44,Debit Card,Fortnightly
65,Female,Accessories,73,Oklahoma,M,Lavender,Winter,4.8,No,Credit Card,Store Pickup,No,29,Cash,Weekly
48,Female,Accessories,50,New Jersey,M,Peach,Fall,2.9,No,Debit Card,Store Pickup,No,26,Credit Card,Monthly
27,Female,Footwear,73,Utah,L,Green,Spring,3.2,No,PayPal,Express,No,3,Debit Card,Quarterly
39,Female,Accessories,51,Montana,M,Orange,Spring,2.8,No,Venmo,Free Shipping,No,1,Bank Transfer,Bi-Weekly
59,Female,Clothing,22,Ohio,M,Pink,Winter,3.3,No,Bank Transfer,Standard,No,17,PayPal,Annually
52,Female,Footwear,32,Colorado,L,Cyan,Fall,3.3,No,Cash,Free Shipping,No,17,Credit Card,Fortnightly
50,Female,Footwear,38,California,L,Lavender,Summer,4.2,No,PayPal,2-Day Shipping,No,36,Cash,Weekly
32,Female,Footwear,66,Utah,L,Yellow,Winter,3.6,No,PayPal,Express,No,32,Credit Card,Fortnightly
40,Female,Accessories,20,Kansas,M,Olive,Spring,4.6,No,Credit Card,Express,No,50,PayPal,Bi-Weekly
26,Female,Outerwear,44,Illinois,M,Brown,Summer,3.6,No,Venmo,2-Day Shipping,No,39,Venmo,Annually
47,Female,Accessories,31,Minnesota,L,Pink,Spring,4.0,No,Credit Card,Next Day Air,No,17,PayPal,Monthly
51,Female,Outerwear,45,New York,M,Cyan,Fall,2.7,No,Debit Card,Free Shipping,No,39,Bank Transfer,Every 3 Months
47,Female,Clothing,71,Arizona,L,Maroon,Summer,4.4,No,Credit Card,Store Pickup,No,5,PayPal,Annually
53,Female,Accessories,96,Tennessee,XL,Magenta,Fall,3.2,No,Bank Transfer,Standard,No,47,Debit Card,Annually
35,Female,Clothing,32,Arkansas,M,Violet,Winter,2.6,No,Cash,Next Day Air,No,18,Venmo,Weekly
38,Female,Accessories,90,Colorado,L,Silver,Summer,3.4,No,Credit Card,Free Shipping,No,31,Credit Card,Every 3 Months
69,Female,Accessories,68,Nevada,M,Maroon,Spring,5.0,No,Credit Card,2-Day Shipping,No,39,Debit Card,Fortnightly
47,Female,Clothing,45,Kansas,M,Gray,Winter,2.9,No,Cash,Store Pickup,No,12,Bank Transfer,Weekly
31,Female,Clothing,67,New York,M,White,Winter,5.0,No,Cash,Free Shipping,No,45,Cash,Bi-Weekly
68,Female,Clothing,57,Minnesota,M,Brown,Fall,4.4,No,Debit Card,Standard,No,33,Credit Card,Fortnightly
51,Female,Clothing,60,Ohio,M,Silver,Summer,3.5,No,Cash,2-Day Shipping,No,3,PayPal,Annually
20,Female,Accessories,32,Arizona,M,Yellow,Spring,3.8,No,Bank Transfer,Express,No,5,Venmo,Every 3 Months
27,Female,Accessories,29,Kentucky,S,Magenta,Fall,3.8,No,Venmo,Store Pickup,No,23,Debit Card,Monthly
67,Female,Outerwear,20,Minnesota,M,Blue,Spring,3.9,No,Debit Card,Next Day Air,No,39,Credit Card,Fortnightly
21,Female,Accessories,98,Arkansas,M,Green,Winter,3.3,No,Debit Card,Next Day Air,No,10,Credit Card,Annually
20,Female,Clothing,27,Wyoming,M,Yellow,Fall,2.9,No,Venmo,Next Day Air,No,4,Credit Card,Bi-Weekly
35,Female,Outerwear,67,North Dakota,XL,Cyan,Spring,3.7,No,Debit Card,2-Day Shipping,No,18,Credit Card,Monthly
58,Female,Footwear,82,Alabama,L,Gold,Winter,3.7,No,Bank Transfer,Express,No,1,Debit Card,Every 3 Months
28,Female,Clothing,72,Mississippi,M,Magenta,Fall,4.6,No,Cash,Standard,No,18,PayPal,Fortnightly
27,Female,Footwear,77,Illinois,S,Gray,Fall,4.9,No,Bank Transfer,Store Pickup,No,46,Bank Transfer,Annually
19,Female,Footwear,74,Arkansas,L,Indigo,Winter,3.1,No,Venmo,2-Day Shipping,No,13,Bank Transfer,Fortnightly
63,Female,Footwear,39,Kansas,S,White,Winter,3.5,No,Cash,Next Day Air,No,5,Credit Card,Fortnightly
69,Female,Clothing,80,Rhode Island,M,Indigo,Spring,4.9,No,Venmo,Next Day Air,No,11,Debit Card,Weekly
65,Female,Accessories,59,Florida,M,Green,Summer,4.4,No,Cash,Express,No,49,Credit Card,Weekly
63,Female,Outerwear,68,Missouri,M,Turquoise,Fall,4.4,No,Cash,Store Pickup,No,1,Debit Card,Fortnightly
28,Female,Clothing,77,North Carolina,M,Peach,Fall,3.4,No,Credit Card,Next Day Air,No,11,Credit Card,Quarterly
67,Female,Accessories,50,Alabama,M,Olive,Winter,3.0,No,Credit Card,2-Day Shipping,No,47,Cash,Every 3 Months
51,Female,Clothing,45,Washington,L,Cyan,Fall,2.6,No,Credit Card,Next Day Air,No,20,Venmo,Monthly
59,Female,Clothing,71,Michigan,XL,Magenta,Summer,3.2,No,PayPal,Store Pickup,No,18,Venmo,Annually
25,Female,Clothing,52,Washington,S,Silver,Fall,4.6,No,Credit Card,Store Pickup,No,43,PayPal,Quarterly
31,Female,Footwear,50,Vermont,S,White,Winter,3.8,No,Cash,Free Shipping,No,4,PayPal,Every 3 Months
62,Female,Accessories,66,Illinois,L,Pink,Summer,4.8,No,Bank Transfer,2-Day Shipping,No,20,Venmo,Quarterly
51,Female,Footwear,81,New York,S,Pink,Fall,4.5,No,Venmo,Free Shipping,No,7,PayPal,Monthly
32,Female,Clothing,28,Rhode Island,M,Pink,Summer,4.2,No,Debit Card,2-Day Shipping,No,31,Bank Transfer,Fortnightly
35,Female,Accessories,65,Washington,M,Blue,Winter,2.7,No,Venmo,2-Day Shipping,No,41,Venmo,Fortnightly
70,Female,Accessories,80,Virginia,M,White,Winter,4.5,No,Cash,Express,No,3,Bank Transfer,Monthly
19,Female,Accessories,94,Wisconsin,S,Teal,Spring,4.9,No,PayPal,Free Shipping,No,16,PayPal,Monthly
32,Female,Accessories,30,Michigan,M,Gray,Fall,2.8,No,Cash,Standard,No,43,Cash,Annually
56,Female,Clothing,45,Texas,S,Beige,Fall,3.5,No,Debit Card,Standard,No,29,Bank Transfer,Fortnightly
53,Female,Outerwear,91,Idaho,M,Violet,Summer,2.5,No,PayPal,Store Pickup,No,5,Cash,Bi-Weekly
22,Female,Accessories,36,Iowa,S,Blue,Winter,2.9,No,Venmo,Standard,No,30,Debit Card,Quarterly
26,Female,Accessories,73,Connecticut,XL,Magenta,Fall,4.2,No,PayPal,Next Day Air,No,33,Debit Card,Monthly
42,Female,Clothing,60,Wyoming,M,Maroon,Fall,4.6,No,Venmo,Store Pickup,No,46,Venmo,Bi-Weekly
30,Female,Clothing,77,Mississippi,M,Purple,Winter,3.0,No,Bank Transfer,Free Shipping,No,17,Venmo,Fortnightly
29,Female,Clothing,86,Pennsylvania,L,Charcoal,Spring,4.4,No,PayPal,Free Shipping,No,47,Credit Card,Bi-Weekly
47,Female,Clothing,42,Tennessee,L,Red,Summer,2.6,No,PayPal,Standard,No,17,Cash,Bi-Weekly
59,Female,Footwear,70,Louisiana,M,Charcoal,Spring,4.8,No,PayPal,Free Shipping,No,17,Cash,Bi-Weekly
34,Female,Clothing,44,Arkansas,L,Lavender,Summer,2.9,No,PayPal,Next Day Air,No,28,Bank Transfer,Every 3 Months
52,Female,Accessories,91,West Virginia,L,White,Spring,3.0,No,Venmo,Next Day Air,No,8,Cash,Monthly
47,Female,Accessories,30,South Carolina,L,Red,Fall,4.5,No,Cash,Standard,No,8,Bank Transfer,Quarterly
24,Female,Clothing,23,Kansas,S,Violet,Fall,3.7,No,Venmo,Store Pickup,No,4,Bank Transfer,Bi-Weekly
63,Female,Footwear,21,Michigan,XL,Orange,Summer,4.8,No,Credit Card,Next Day Air,No,24,PayPal,Weekly
59,Female,Outerwear,34,Alabama,L,Turquoise,Spring,4.8,No,Venmo,Free Shipping,No,29,Cash,Fortnightly
66,Female,Clothing,46,South Dakota,M,Violet,Summer,4.7,No,Debit Card,2-Day Shipping,No,10,Venmo,Weekly
45,Female,Clothing,41,Rhode Island,M,Blue,Winter,2.6,No,Venmo,Express,No,11,PayPal,Bi-Weekly
38,Female,Clothing,33,Florida,M,White,Fall,4.6,No,Bank Transfer,Standard,No,18,Bank Transfer,Fortnightly
63,Female,Clothing,48,Connecticut,L,Turquoise,Fall,3.4,No,Venmo,Next Day Air,No,26,Bank Transfer,Annually
55,Female,Clothing,66,Pennsylvania,L,Pink,Winter,3.0,No,PayPal,Standard,No,39,Cash,Weekly
25,Female,Clothing,54,California,XL,Maroon,Spring,4.0,No,Credit Card,2-Day Shipping,No,4,Venmo,Annually
51,Female,Accessories,55,Oklahoma,M,Olive,Fall,2.6,No,Cash,Store Pickup,No,24,Bank Transfer,Weekly
28,Female,Accessories,84,North Dakota,XL,Charcoal,Summer,3.4,No,Credit Card,Store Pickup,No,2,Bank Transfer,Every 3 Months
46,Female,Footwear,66,New Mexico,M,Charcoal,Spring,4.5,No,Cash,Store Pickup,No,36,Cash,Annually
58,Female,Footwear,65,South Carolina,M,Indigo,Spring,2.7,No,PayPal,Store Pickup,No,36,Venmo,Weekly
30,Female,Footwear,83,Michigan,S,Teal,Fall,2.9,No,Bank Transfer,Standard,No,23,PayPal,Every 3 Months
68,Female,Accessories,61,Missouri,L,Black,Winter,4.0,No,PayPal,Store Pickup,No,36,Credit Card,Quarterly
28,Female,Clothing,65,Colorado,L,Teal,Summer,3.2,No,PayPal,Free Shipping,No,2,Debit Card,Annually
26,Female,Footwear,55,Kansas,M,Green,Spring,4.0,No,Credit Card,Store Pickup,No,17,Cash,Bi-Weekly
35,Female,Accessories,79,Illinois,M,Gold,Fall,3.4,No,Bank Transfer,2-Day Shipping,No,19,Venmo,Weekly
40,Female,Clothing,96,South Carolina,M,Red,Fall,4.9,No,Bank Transfer,Express,No,41,PayPal,Monthly
